variable,valor
a_zt[6,9],1859.7776402145787
a_zt[6,10],1859.7776402145787
a_zt[6,11],1859.7776402145787
a_zt[6,12],0.0
a_zt[6,13],0.0
a_zt[6,14],0.0
a_zt[6,15],1859.7776402145787
a_zt[6,16],0.0
a_zt[6,17],1859.7776402145787
a_zt[6,18],1859.7776402145787
a_zt[6,19],1859.7776402145787
a_zt[6,20],1859.7776402145787
a_zt[6,21],1859.7776402145787
a_zt[6,22],1859.7776402145787
a_zt[6,23],1859.7776402145787
a_zt[6,24],0.0
a_zt[7,1],0.0
a_zt[7,2],0.0
a_zt[7,3],1541.5785933712568
a_zt[7,4],0.0
a_zt[7,5],1541.5785933712568
a_zt[7,6],1541.5785933712568
a_zt[7,7],1541.5785933712568
a_zt[7,8],1541.5785933712568
a_zt[7,9],1541.5785933712568
a_zt[7,10],1541.5785933712568
a_zt[7,11],1541.5785933712568
a_zt[7,12],0.0
a_zt[7,13],0.0
a_zt[7,14],0.0
a_zt[7,15],1541.5785933712568
a_zt[7,16],0.0
a_zt[7,17],1541.5785933712568
a_zt[7,18],1541.5785933712568
a_zt[7,19],1541.5785933712568
a_zt[7,20],1541.5785933712568
a_zt[7,21],1541.5785933712568
a_zt[7,22],1541.5785933712568
a_zt[7,23],1541.5785933712568
a_zt[7,24],0.0
a_zt[8,1],0.0
a_zt[8,2],0.0
a_zt[8,3],0.0
a_zt[8,4],0.0
a_zt[8,5],1096.7743232542375
a_zt[8,6],1096.7743232542375
a_zt[8,7],1096.7743232542375
a_zt[8,8],1096.7743232542375
a_zt[8,9],1096.7743232542375
a_zt[8,10],1096.7743232542375
a_zt[8,11],1096.7743232542375
a_zt[8,12],0.0
a_zt[8,13],0.0
a_zt[8,14],0.0
a_zt[8,15],1096.7743232542375
a_zt[8,16],0.0
a_zt[8,17],1096.7743232542375
a_zt[8,18],1096.7743232542375
a_zt[8,19],1096.7743232542375
a_zt[8,20],1096.7743232542375
a_zt[8,21],1096.7743232542375
a_zt[8,22],1096.7743232542375
a_zt[8,23],1096.7743232542375
a_zt[8,24],0.0
a_zt[9,1],0.0
a_zt[9,2],0.0
a_zt[9,3],0.0
a_zt[9,4],0.0
a_zt[9,5],1338.8342674399746
a_zt[9,6],1338.8342674399746
a_zt[9,7],1338.8342674399746
a_zt[9,8],1338.8342674399746
a_zt[9,9],1338.8342674399746
a_zt[9,10],1338.8342674399746
a_zt[9,11],1338.8342674399746
a_zt[9,12],0.0
a_zt[9,13],0.0
a_zt[9,14],0.0
a_zt[9,15],1338.8342674399746
a_zt[9,16],0.0
a_zt[9,17],1338.8342674399746
a_zt[9,18],1338.8342674399746
a_zt[9,19],1338.8342674399746
a_zt[9,20],1338.8342674399746
a_zt[9,21],1338.8342674399746
a_zt[9,22],1338.8342674399746
a_zt[9,23],1338.8342674399746
a_zt[9,24],0.0
a_zt[10,1],0.0
a_zt[10,2],0.0
a_zt[10,3],0.0
a_zt[10,4],0.0
a_zt[10,5],516.3061676233642
a_zt[10,6],516.3061676233642
a_zt[10,7],516.3061676233642
a_zt[10,8],516.3061676233642
a_zt[10,9],516.3061676233642
a_zt[10,10],516.3061676233642
a_zt[10,11],516.3061676233642
a_zt[10,12],0.0
a_zt[10,13],0.0
a_zt[10,14],0.0
a_zt[10,15],516.3061676233642
a_zt[10,16],0.0
a_zt[10,17],516.3061676233642
a_zt[10,18],516.3061676233642
a_zt[10,19],516.3061676233642
a_zt[10,20],516.3061676233642
a_zt[10,21],516.3061676233642
a_zt[10,22],516.3061676233642
a_zt[10,23],516.3061676233642
a_zt[10,24],0.0
p_zt[1,1],0.0
p_zt[1,2],-0.0
p_zt[1,3],-0.0
p_zt[1,4],-0.0
p_zt[1,5],1.0
p_zt[1,6],1.0
p_zt[1,7],1.0
p_zt[1,8],1.0
p_zt[1,9],1.0
p_zt[1,10],1.0
p_zt[1,11],1.0
p_zt[1,12],-0.0
p_zt[1,13],-0.0
p_zt[1,14],-0.0
p_zt[1,15],-0.0
p_zt[1,16],-0.0
p_zt[1,17],1.0
p_zt[1,18],1.0
p_zt[1,19],1.0
p_zt[1,20],1.0
p_zt[1,21],1.0
p_zt[1,22],1.0
p_zt[1,23],1.0
p_zt[1,24],-0.0
p_zt[2,1],0.0
p_zt[2,2],-0.0
p_zt[2,3],-0.0
p_zt[2,4],-0.0
p_zt[2,5],1.0
p_zt[2,6],1.0
p_zt[2,7],1.0
p_zt[2,8],1.0
p_zt[2,9],1.0
p_zt[2,10],1.0
p_zt[2,11],1.0
p_zt[2,12],-0.0
p_zt[2,13],-0.0
p_zt[2,14],-0.0
p_zt[2,15],-0.0
p_zt[2,16],-0.0
p_zt[2,17],1.0
p_zt[2,18],1.0
p_zt[2,19],1.0
p_zt[2,20],1.0
p_zt[2,21],1.0
p_zt[2,22],1.0
p_zt[2,23],1.0
p_zt[2,24],-0.0
p_zt[3,1],0.0
p_zt[3,2],-0.0
p_zt[3,3],-0.0
p_zt[3,4],-0.0
p_zt[3,5],1.0
p_zt[3,6],1.0
p_zt[3,7],1.0
p_zt[3,8],1.0
p_zt[3,9],1.0
p_zt[3,10],1.0
p_zt[3,11],1.0
p_zt[3,12],-0.0
p_zt[3,13],-0.0
p_zt[3,14],-0.0
p_zt[3,15],-0.0
p_zt[3,16],-0.0
p_zt[3,17],1.0
p_zt[3,18],1.0
p_zt[3,19],1.0
p_zt[3,20],1.0
p_zt[3,21],1.0
p_zt[3,22],1.0
p_zt[3,23],1.0
p_zt[3,24],-0.0
p_zt[4,1],0.0
p_zt[4,2],-0.0
p_zt[4,3],-0.0
p_zt[4,4],-0.0
p_zt[4,5],1.0
p_zt[4,6],1.0
p_zt[4,7],1.0
p_zt[4,8],1.0
p_zt[4,9],1.0
p_zt[4,10],1.0
p_zt[4,11],1.0
p_zt[4,12],-0.0
p_zt[4,13],-0.0
p_zt[4,14],-0.0
p_zt[4,15],-0.0
p_zt[4,16],-0.0
p_zt[4,17],1.0
p_zt[4,18],1.0
p_zt[4,19],1.0
p_zt[4,20],1.0
p_zt[4,21],1.0
p_zt[4,22],1.0
p_zt[4,23],1.0
p_zt[4,24],-0.0
p_zt[5,1],0.0
p_zt[5,2],-0.0
p_zt[5,3],-0.0
p_zt[5,4],-0.0
p_zt[5,5],1.0
p_zt[5,6],1.0
p_zt[5,7],1.0
p_zt[5,8],1.0
p_zt[5,9],1.0
p_zt[5,10],1.0
p_zt[5,11],1.0
p_zt[5,12],-0.0
p_zt[5,13],-0.0
p_zt[5,14],-0.0
p_zt[5,15],-0.0
p_zt[5,16],-0.0
p_zt[5,17],1.0
p_zt[5,18],1.0
p_zt[5,19],1.0
p_zt[5,20],1.0
p_zt[5,21],1.0
p_zt[5,22],1.0
p_zt[5,23],1.0
p_zt[5,24],-0.0
p_zt[6,1],0.0
p_zt[6,2],-0.0
p_zt[6,3],1.0
p_zt[6,4],-0.0
p_zt[6,5],1.0
p_zt[6,6],1.0
p_zt[6,7],1.0
p_zt[6,8],1.0
p_zt[6,9],1.0
p_zt[6,10],1.0
p_zt[6,11],1.0
p_zt[6,12],-0.0
p_zt[6,13],-0.0
p_zt[6,14],-0.0
p_zt[6,15],1.0
p_zt[6,16],-0.0
p_zt[6,17],1.0
p_zt[6,18],1.0
p_zt[6,19],1.0
p_zt[6,20],1.0
p_zt[6,21],1.0
p_zt[6,22],1.0
p_zt[6,23],1.0
p_zt[6,24],-0.0
p_zt[7,1],0.0
p_zt[7,2],-0.0
p_zt[7,3],1.0
p_zt[7,4],-0.0
p_zt[7,5],1.0
p_zt[7,6],1.0
p_zt[7,7],1.0
p_zt[7,8],1.0
p_zt[7,9],1.0
p_zt[7,10],1.0
p_zt[7,11],1.0
p_zt[7,12],-0.0
p_zt[7,13],-0.0
p_zt[7,14],-0.0
p_zt[7,15],1.0
p_zt[7,16],-0.0
p_zt[7,17],1.0
p_zt[7,18],1.0
p_zt[7,19],1.0
p_zt[7,20],1.0
p_zt[7,21],1.0
p_zt[7,22],1.0
p_zt[7,23],1.0
p_zt[7,24],-0.0
p_zt[8,1],0.0
p_zt[8,2],-0.0
p_zt[8,3],-0.0
p_zt[8,4],-0.0
p_zt[8,5],1.0
p_zt[8,6],1.0
p_zt[8,7],1.0
p_zt[8,8],1.0
p_zt[8,9],1.0
p_zt[8,10],1.0
p_zt[8,11],1.0
p_zt[8,12],-0.0
p_zt[8,13],-0.0
p_zt[8,14],-0.0
p_zt[8,15],1.0
p_zt[8,16],-0.0
p_zt[8,17],1.0
p_zt[8,18],1.0
p_zt[8,19],1.0
p_zt[8,20],1.0
p_zt[8,21],1.0
p_zt[8,22],1.0
p_zt[8,23],1.0
p_zt[8,24],-0.0
p_zt[9,1],0.0
p_zt[9,2],-0.0
p_zt[9,3],-0.0
p_zt[9,4],-0.0
p_zt[9,5],1.0
p_zt[9,6],1.0
p_zt[9,7],1.0
p_zt[9,8],1.0
p_zt[9,9],1.0
p_zt[9,10],1.0
p_zt[9,11],1.0
p_zt[9,12],-0.0
p_zt[9,13],-0.0
p_zt[9,14],-0.0
p_zt[9,15],1.0
p_zt[9,16],-0.0
p_zt[9,17],1.0
p_zt[9,18],1.0
p_zt[9,19],1.0
p_zt[9,20],1.0
p_zt[9,21],1.0
p_zt[9,22],1.0
p_zt[9,23],1.0
p_zt[9,24],-0.0
p_zt[10,1],0.0
p_zt[10,2],-0.0
p_zt[10,3],-0.0
p_zt[10,4],-0.0
p_zt[10,5],1.0
p_zt[10,6],1.0
p_zt[10,7],1.0
p_zt[10,8],1.0
p_zt[10,9],1.0
p_zt[10,10],1.0
p_zt[10,11],1.0
p_zt[10,12],-0.0
p_zt[10,13],-0.0
p_zt[10,14],-0.0
p_zt[10,15],1.0
p_zt[10,16],-0.0
p_zt[10,17],1.0
p_zt[10,18],1.0
p_zt[10,19],1.0
p_zt[10,20],1.0
p_zt[10,21],1.0
p_zt[10,22],1.0
p_zt[10,23],1.0
p_zt[10,24],-0.0
x_zt[1,1],0.0
x_zt[1,2],0.0
x_zt[1,3],0.0
x_zt[1,4],0.0
x_zt[1,5],1338.1996060730512
x_zt[1,6],0.0
x_zt[1,7],0.0
x_zt[1,8],0.0
x_zt[1,9],0.0
x_zt[1,10],0.0
x_zt[1,11],0.0
x_zt[1,12],0.0
x_zt[1,13],0.0
x_zt[1,14],0.0
x_zt[1,15],0.0
x_zt[1,16],0.0
x_zt[1,17],0.0
x_zt[1,18],0.0
x_zt[1,19],0.0
x_zt[1,20],0.0
x_zt[1,21],0.0
x_zt[1,22],0.0
x_zt[1,23],0.0
x_zt[1,24],0.0
x_zt[2,1],0.0
x_zt[2,2],0.0
x_zt[2,3],0.0
x_zt[2,4],0.0
x_zt[2,5],543.7061359960826
x_zt[2,6],0.0
x_zt[2,7],0.0
x_zt[2,8],0.0
x_zt[2,9],0.0
x_zt[2,10],0.0
x_zt[2,11],0.0
x_zt[2,12],0.0
x_zt[2,13],0.0
x_zt[2,14],0.0
x_zt[2,15],0.0
x_zt[2,16],0.0
x_zt[2,17],0.0
x_zt[2,18],0.0
x_zt[2,19],0.0
x_zt[2,20],0.0
x_zt[2,21],0.0
x_zt[2,22],0.0
x_zt[2,23],0.0
x_zt[2,24],0.0
x_zt[3,1],0.0
x_zt[3,2],0.0
x_zt[3,3],0.0
x_zt[3,4],0.0
x_zt[3,5],1713.4888442810382
x_zt[3,6],0.0
x_zt[3,7],0.0
x_zt[3,8],0.0
x_zt[3,9],0.0
x_zt[3,10],0.0
x_zt[3,11],0.0
x_zt[3,12],0.0
x_zt[3,13],0.0
x_zt[3,14],0.0
x_zt[3,15],0.0
x_zt[3,16],0.0
x_zt[3,17],0.0
x_zt[3,18],0.0
x_zt[3,19],0.0
x_zt[3,20],0.0
x_zt[3,21],0.0
x_zt[3,22],0.0
x_zt[3,23],0.0
x_zt[3,24],0.0
x_zt[4,1],0.0
x_zt[4,2],0.0
x_zt[4,3],0.0
x_zt[4,4],0.0
x_zt[4,5],1163.6775495467268
x_zt[4,6],0.0
x_zt[4,7],0.0
x_zt[4,8],0.0
x_zt[4,9],0.0
x_zt[4,10],0.0
x_zt[4,11],0.0
x_zt[4,12],0.0
x_zt[4,13],0.0
x_zt[4,14],0.0
x_zt[4,15],0.0
x_zt[4,16],0.0
x_zt[4,17],0.0
x_zt[4,18],0.0
x_zt[4,19],0.0
x_zt[4,20],0.0
x_zt[4,21],0.0
x_zt[4,22],0.0
x_zt[4,23],0.0
x_zt[4,24],0.0
x_zt[5,1],0.0
x_zt[5,2],0.0
x_zt[5,3],0.0
x_zt[5,4],0.0
x_zt[5,5],766.4197492008839
x_zt[5,6],0.0
x_zt[5,7],0.0
x_zt[5,8],0.0
x_zt[5,9],0.0
x_zt[5,10],0.0
x_zt[5,11],0.0
x_zt[5,12],0.0
x_zt[5,13],0.0
x_zt[5,14],0.0
x_zt[5,15],0.0
x_zt[5,16],0.0
x_zt[5,17],0.0
x_zt[5,18],0.0
x_zt[5,19],0.0
x_zt[5,20],0.0
x_zt[5,21],0.0
x_zt[5,22],0.0
x_zt[5,23],0.0
x_zt[5,24],0.0
x_zt[6,1],0.0
x_zt[6,2],0.0
x_zt[6,3],1859.7776402145787
x_zt[6,4],0.0
x_zt[6,5],0.0
x_zt[6,6],0.0
x_zt[6,7],0.0
x_zt[6,8],0.0
x_zt[6,9],0.0
x_zt[6,10],0.0
x_zt[6,11],0.0
x_zt[6,12],0.0
x_zt[6,13],0.0
x_zt[6,14],0.0
x_zt[6,15],0.0
x_zt[6,16],0.0
x_zt[6,17],0.0
x_zt[6,18],0.0
x_zt[6,19],0.0
x_zt[6,20],0.0
x_zt[6,21],0.0
x_zt[6,22],0.0
x_zt[6,23],0.0
x_zt[6,24],0.0
x_zt[7,1],0.0
x_zt[7,2],0.0
x_zt[7,3],1541.5785933712568
x_zt[7,4],0.0
x_zt[7,5],0.0
x_zt[7,6],0.0
x_zt[7,7],0.0
x_zt[7,8],0.0
x_zt[7,9],0.0
x_zt[7,10],0.0
x_zt[7,11],0.0
x_zt[7,12],0.0
x_zt[7,13],0.0
x_zt[7,14],0.0
x_zt[7,15],0.0
x_zt[7,16],0.0
x_zt[7,17],0.0
x_zt[7,18],0.0
x_zt[7,19],0.0
x_zt[7,20],0.0
x_zt[7,21],0.0
x_zt[7,22],0.0
x_zt[7,23],0.0
x_zt[7,24],0.0
x_zt[8,1],0.0
x_zt[8,2],0.0
x_zt[8,3],0.0
x_zt[8,4],0.0
x_zt[8,5],1096.7743232542375
x_zt[8,6],0.0
x_zt[8,7],0.0
x_zt[8,8],0.0
x_zt[8,9],0.0
x_zt[8,10],0.0
x_zt[8,11],0.0
x_zt[8,12],0.0
x_zt[8,13],0.0
x_zt[8,14],0.0
x_zt[8,15],0.0
x_zt[8,16],0.0
x_zt[8,17],0.0
x_zt[8,18],0.0
x_zt[8,19],0.0
x_zt[8,20],0.0
x_zt[8,21],0.0
x_zt[8,22],0.0
x_zt[8,23],0.0
x_zt[8,24],0.0
x_zt[9,1],0.0
x_zt[9,2],0.0
x_zt[9,3],0.0
x_zt[9,4],0.0
x_zt[9,5],1338.8342674399746
x_zt[9,6],0.0
x_zt[9,7],0.0
x_zt[9,8],0.0
x_zt[9,9],0.0
x_zt[9,10],0.0
x_zt[9,11],0.0
x_zt[9,12],0.0
x_zt[9,13],0.0
x_zt[9,14],0.0
x_zt[9,15],0.0
x_zt[9,16],0.0
x_zt[9,17],0.0
x_zt[9,18],0.0
x_zt[9,19],0.0
x_zt[9,20],0.0
x_zt[9,21],0.0
x_zt[9,22],0.0
x_zt[9,23],0.0
x_zt[9,24],0.0
x_zt[10,1],0.0
x_zt[10,2],0.0
x_zt[10,3],0.0
x_zt[10,4],0.0
x_zt[10,5],516.3061676233642
x_zt[10,6],0.0
x_zt[10,7],0.0
x_zt[10,8],0.0
x_zt[10,9],0.0
x_zt[10,10],0.0
x_zt[10,11],0.0
x_zt[10,12],0.0
x_zt[10,13],0.0
x_zt[10,14],0.0
x_zt[10,15],0.0
x_zt[10,16],0.0
x_zt[10,17],0.0
x_zt[10,18],0.0
x_zt[10,19],0.0
x_zt[10,20],0.0
x_zt[10,21],0.0
x_zt[10,22],0.0
x_zt[10,23],0.0
x_zt[10,24],0.0
b_zt[1,1],0.0
b_zt[1,2],-0.0
b_zt[1,3],0.0
b_zt[1,4],0.0
b_zt[1,5],1.0
b_zt[1,6],1.0
b_zt[1,7],1.0
b_zt[1,8],1.0
b_zt[1,9],1.0
b_zt[1,10],1.0
b_zt[1,11],1.0
b_zt[1,12],1.0
b_zt[1,13],1.0
b_zt[1,14],1.0
b_zt[1,15],1.0
b_zt[1,16],1.0
b_zt[1,17],1.0
b_zt[1,18],1.0
b_zt[1,19],1.0
b_zt[1,20],1.0
b_zt[1,21],1.0
b_zt[1,22],1.0
b_zt[1,23],1.0
b_zt[1,24],1.0
b_zt[2,1],0.0
b_zt[2,2],-0.0
b_zt[2,3],-0.0
b_zt[2,4],0.0
b_zt[2,5],1.0
b_zt[2,6],1.0
b_zt[2,7],1.0
b_zt[2,8],1.0
b_zt[2,9],1.0
b_zt[2,10],1.0
b_zt[2,11],1.0
b_zt[2,12],1.0
b_zt[2,13],1.0
b_zt[2,14],1.0
b_zt[2,15],1.0
b_zt[2,16],1.0
b_zt[2,17],1.0
b_zt[2,18],1.0
b_zt[2,19],1.0
b_zt[2,20],1.0
b_zt[2,21],1.0
b_zt[2,22],1.0
b_zt[2,23],1.0
b_zt[2,24],1.0
b_zt[3,1],0.0
b_zt[3,2],-0.0
b_zt[3,3],0.0
b_zt[3,4],0.0
b_zt[3,5],1.0
b_zt[3,6],1.0
b_zt[3,7],1.0
b_zt[3,8],1.0
b_zt[3,9],1.0
b_zt[3,10],1.0
b_zt[3,11],1.0
b_zt[3,12],1.0
b_zt[3,13],1.0
b_zt[3,14],1.0
b_zt[3,15],1.0
b_zt[3,16],1.0
b_zt[3,17],1.0
b_zt[3,18],1.0
b_zt[3,19],1.0
b_zt[3,20],1.0
b_zt[3,21],1.0
b_zt[3,22],1.0
b_zt[3,23],1.0
b_zt[3,24],1.0
b_zt[4,1],0.0
b_zt[4,2],-0.0
b_zt[4,3],-0.0
b_zt[4,4],0.0
b_zt[4,5],1.0
b_zt[4,6],1.0
b_zt[4,7],1.0
b_zt[4,8],1.0
b_zt[4,9],1.0
b_zt[4,10],1.0
b_zt[4,11],1.0
b_zt[4,12],1.0
b_zt[4,13],1.0
b_zt[4,14],1.0
b_zt[4,15],1.0
b_zt[4,16],1.0
b_zt[4,17],1.0
b_zt[4,18],1.0
b_zt[4,19],1.0
b_zt[4,20],1.0
b_zt[4,21],1.0
b_zt[4,22],1.0
b_zt[4,23],1.0
b_zt[4,24],1.0
b_zt[5,1],0.0
b_zt[5,2],-0.0
b_zt[5,3],-0.0
b_zt[5,4],0.0
b_zt[5,5],1.0
b_zt[5,6],1.0
b_zt[5,7],1.0
b_zt[5,8],1.0
b_zt[5,9],1.0
b_zt[5,10],1.0
b_zt[5,11],1.0
b_zt[5,12],1.0
b_zt[5,13],1.0
b_zt[5,14],1.0
b_zt[5,15],1.0
b_zt[5,16],1.0
b_zt[5,17],1.0
b_zt[5,18],1.0
b_zt[5,19],1.0
b_zt[5,20],1.0
b_zt[5,21],1.0
b_zt[5,22],1.0
b_zt[5,23],1.0
b_zt[5,24],1.0
b_zt[6,1],0.0
b_zt[6,2],0.0
b_zt[6,3],1.0
b_zt[6,4],1.0
b_zt[6,5],1.0
b_zt[6,6],1.0
b_zt[6,7],1.0
b_zt[6,8],1.0
b_zt[6,9],1.0
b_zt[6,10],1.0
b_zt[6,11],1.0
b_zt[6,12],1.0
b_zt[6,13],1.0
b_zt[6,14],1.0
b_zt[6,15],1.0
b_zt[6,16],1.0
b_zt[6,17],1.0
b_zt[6,18],1.0
b_zt[6,19],1.0
b_zt[6,20],1.0
b_zt[6,21],1.0
b_zt[6,22],1.0
b_zt[6,23],1.0
b_zt[6,24],1.0
b_zt[7,1],0.0
b_zt[7,2],0.0
b_zt[7,3],1.0
b_zt[7,4],1.0
b_zt[7,5],1.0
b_zt[7,6],1.0
b_zt[7,7],1.0
b_zt[7,8],1.0
b_zt[7,9],1.0
b_zt[7,10],1.0
b_zt[7,11],1.0
b_zt[7,12],1.0
b_zt[7,13],1.0
b_zt[7,14],1.0
b_zt[7,15],1.0
b_zt[7,16],1.0
b_zt[7,17],1.0
b_zt[7,18],1.0
b_zt[7,19],1.0
b_zt[7,20],1.0
b_zt[7,21],1.0
b_zt[7,22],1.0
b_zt[7,23],1.0
b_zt[7,24],1.0
b_zt[8,1],0.0
b_zt[8,2],0.0
b_zt[8,3],1.0
b_zt[8,4],1.0
b_zt[8,5],1.0
b_zt[8,6],1.0
b_zt[8,7],1.0
b_zt[8,8],1.0
b_zt[8,9],1.0
b_zt[8,10],1.0
b_zt[8,11],1.0
b_zt[8,12],1.0
b_zt[8,13],1.0
b_zt[8,14],1.0
b_zt[8,15],1.0
b_zt[8,16],1.0
b_zt[8,17],1.0
b_zt[8,18],1.0
b_zt[8,19],1.0
b_zt[8,20],1.0
b_zt[8,21],1.0
b_zt[8,22],1.0
b_zt[8,23],1.0
b_zt[8,24],1.0
b_zt[9,1],0.0
b_zt[9,2],-0.0
b_zt[9,3],-0.0
b_zt[9,4],0.0
b_zt[9,5],1.0
b_zt[9,6],1.0
b_zt[9,7],1.0
b_zt[9,8],1.0
b_zt[9,9],1.0
b_zt[9,10],1.0
b_zt[9,11],1.0
b_zt[9,12],1.0
b_zt[9,13],1.0
b_zt[9,14],1.0
b_zt[9,15],1.0
b_zt[9,16],1.0
b_zt[9,17],1.0
b_zt[9,18],1.0
b_zt[9,19],1.0
b_zt[9,20],1.0
b_zt[9,21],1.0
b_zt[9,22],1.0
b_zt[9,23],1.0
b_zt[9,24],1.0
b_zt[10,1],0.0
b_zt[10,2],-0.0
b_zt[10,3],0.0
b_zt[10,4],0.0
b_zt[10,5],1.0
b_zt[10,6],1.0
b_zt[10,7],1.0
b_zt[10,8],1.0
b_zt[10,9],1.0
b_zt[10,10],1.0
b_zt[10,11],1.0
b_zt[10,12],1.0
b_zt[10,13],1.0
b_zt[10,14],1.0
b_zt[10,15],1.0
b_zt[10,16],1.0
b_zt[10,17],1.0
b_zt[10,18],1.0
b_zt[10,19],1.0
b_zt[10,20],1.0
b_zt[10,21],1.0
b_zt[10,22],1.0
b_zt[10,23],1.0
b_zt[10,24],1.0
r_zt[1,1],0.0
r_zt[1,2],-0.0
r_zt[1,3],-0.0
r_zt[1,4],-0.0
r_zt[1,5],1.0
r_zt[1,6],-0.0
r_zt[1,7],-0.0
r_zt[1,8],-0.0
r_zt[1,9],-0.0
r_zt[1,10],-0.0
r_zt[1,11],-0.0
r_zt[1,12],-0.0
r_zt[1,13],-0.0
r_zt[1,14],-0.0
r_zt[1,15],-0.0
r_zt[1,16],-0.0
r_zt[1,17],-0.0
r_zt[1,18],-0.0
r_zt[1,19],-0.0
r_zt[1,20],-0.0
r_zt[1,21],-0.0
r_zt[1,22],-0.0
r_zt[1,23],-0.0
r_zt[1,24],-0.0
r_zt[2,1],-0.0
r_zt[2,2],-0.0
r_zt[2,3],-0.0
r_zt[2,4],-0.0
r_zt[2,5],1.0
r_zt[2,6],-0.0
r_zt[2,7],-0.0
r_zt[2,8],-0.0
r_zt[2,9],-0.0
r_zt[2,10],-0.0
r_zt[2,11],-0.0
r_zt[2,12],-0.0
r_zt[2,13],-0.0
r_zt[2,14],-0.0
r_zt[2,15],-0.0
r_zt[2,16],-0.0
r_zt[2,17],-0.0
r_zt[2,18],-0.0
r_zt[2,19],-0.0
r_zt[2,20],-0.0
r_zt[2,21],-0.0
r_zt[2,22],-0.0
r_zt[2,23],-0.0
r_zt[2,24],-0.0
